sample_id,image_id,annotation_id,category_name,view,image_path,prompt,model,runtime_seconds,answer,evidence,parse_ok,raw_response
tennis_racket_444142_654834,444142,654834,tennis racket,original,/Users/boddu/Documents/govinda/codex/COCOGhost/outputs/counterfactuals_large200_bbox_solid/tennis_racket_444142_654834/original.jpg,"You are a careful visual verifier. Look only at visible pixels in the image.

Question: Is there a ""tennis racket"" visible in this image?

Rules:
- Answer YES only if the object itself is visibly present.
- Answer NO if the object is not visible.
- Answer UNSURE if the image is ambiguous or the object is occluded.
- Do not infer from scene context.
- Do not infer from what would usually be present.
- Return strict JSON only.

JSON schema:
{
  ""answer"": ""YES"" | ""NO"" | ""UNSURE"",
  ""evidence"": ""short phrase describing visible evidence only""
}",qwen2.5vl:7b,5.20191502571106,YES,A tennis racket is held in the player's right hand.,True,"```json
{
  ""answer"": ""YES"",
  ""evidence"": ""A tennis racket is held in the player's right hand.""
}
```"
tennis_racket_444142_654834,444142,654834,tennis racket,crop,/Users/boddu/Documents/govinda/codex/COCOGhost/outputs/counterfactuals_large200_bbox_solid/tennis_racket_444142_654834/crop.jpg,"You are a careful visual verifier. Look only at visible pixels in the image.

Question: Is there a ""tennis racket"" visible in this image?

Rules:
- Answer YES only if the object itself is visibly present.
- Answer NO if the object is not visible.
- Answer UNSURE if the image is ambiguous or the object is occluded.
- Do not infer from scene context.
- Do not infer from what would usually be present.
- Return strict JSON only.

JSON schema:
{
  ""answer"": ""YES"" | ""NO"" | ""UNSURE"",
  ""evidence"": ""short phrase describing visible evidence only""
}",qwen2.5vl:7b,4.919020652770996,YES,A tennis racket with a white handle and black strings is clearly visible.,True,"```json
{
  ""answer"": ""YES"",
  ""evidence"": ""A tennis racket with a white handle and black strings is clearly visible.""
}
```"
tennis_racket_444142_654834,444142,654834,tennis racket,masked,/Users/boddu/Documents/govinda/codex/COCOGhost/outputs/counterfactuals_large200_bbox_solid/tennis_racket_444142_654834/masked.jpg,"You are a careful visual verifier. Look only at visible pixels in the image.

Question: Is there a ""tennis racket"" visible in this image?

Rules:
- Answer YES only if the object itself is visibly present.
- Answer NO if the object is not visible.
- Answer UNSURE if the image is ambiguous or the object is occluded.
- Do not infer from scene context.
- Do not infer from what would usually be present.
- Return strict JSON only.

JSON schema:
{
  ""answer"": ""YES"" | ""NO"" | ""UNSURE"",
  ""evidence"": ""short phrase describing visible evidence only""
}",qwen2.5vl:7b,4.965096950531006,NO,The tennis racket is not visible in the image.,True,"```json
{
  ""answer"": ""NO"",
  ""evidence"": ""The tennis racket is not visible in the image.""
}
```"
tennis_racket_369323_656095,369323,656095,tennis racket,original,/Users/boddu/Documents/govinda/codex/COCOGhost/outputs/counterfactuals_large200_bbox_solid/tennis_racket_369323_656095/original.jpg,"You are a careful visual verifier. Look only at visible pixels in the image.

Question: Is there a ""tennis racket"" visible in this image?

Rules:
- Answer YES only if the object itself is visibly present.
- Answer NO if the object is not visible.
- Answer UNSURE if the image is ambiguous or the object is occluded.
- Do not infer from scene context.
- Do not infer from what would usually be present.
- Return strict JSON only.

JSON schema:
{
  ""answer"": ""YES"" | ""NO"" | ""UNSURE"",
  ""evidence"": ""short phrase describing visible evidence only""
}",qwen2.5vl:7b,4.749330997467041,YES,A tennis racket is held by the person in the foreground.,True,"```json
{
  ""answer"": ""YES"",
  ""evidence"": ""A tennis racket is held by the person in the foreground.""
}
```"
tennis_racket_369323_656095,369323,656095,tennis racket,crop,/Users/boddu/Documents/govinda/codex/COCOGhost/outputs/counterfactuals_large200_bbox_solid/tennis_racket_369323_656095/crop.jpg,"You are a careful visual verifier. Look only at visible pixels in the image.

Question: Is there a ""tennis racket"" visible in this image?

Rules:
- Answer YES only if the object itself is visibly present.
- Answer NO if the object is not visible.
- Answer UNSURE if the image is ambiguous or the object is occluded.
- Do not infer from scene context.
- Do not infer from what would usually be present.
- Return strict JSON only.

JSON schema:
{
  ""answer"": ""YES"" | ""NO"" | ""UNSURE"",
  ""evidence"": ""short phrase describing visible evidence only""
}",qwen2.5vl:7b,4.903847932815552,YES,A tennis racket with strings and a handle is clearly visible.,True,"```json
{
  ""answer"": ""YES"",
  ""evidence"": ""A tennis racket with strings and a handle is clearly visible.""
}
```"
tennis_racket_369323_656095,369323,656095,tennis racket,masked,/Users/boddu/Documents/govinda/codex/COCOGhost/outputs/counterfactuals_large200_bbox_solid/tennis_racket_369323_656095/masked.jpg,"You are a careful visual verifier. Look only at visible pixels in the image.

Question: Is there a ""tennis racket"" visible in this image?

Rules:
- Answer YES only if the object itself is visibly present.
- Answer NO if the object is not visible.
- Answer UNSURE if the image is ambiguous or the object is occluded.
- Do not infer from scene context.
- Do not infer from what would usually be present.
- Return strict JSON only.

JSON schema:
{
  ""answer"": ""YES"" | ""NO"" | ""UNSURE"",
  ""evidence"": ""short phrase describing visible evidence only""
}",qwen2.5vl:7b,4.717680215835571,NO,The tennis racket is not visibly present in the image.,True,"```json
{
  ""answer"": ""NO"",
  ""evidence"": ""The tennis racket is not visibly present in the image.""
}
```"
tennis_racket_203864_657072,203864,657072,tennis racket,original,/Users/boddu/Documents/govinda/codex/COCOGhost/outputs/counterfactuals_large200_bbox_solid/tennis_racket_203864_657072/original.jpg,"You are a careful visual verifier. Look only at visible pixels in the image.

Question: Is there a ""tennis racket"" visible in this image?

Rules:
- Answer YES only if the object itself is visibly present.
- Answer NO if the object is not visible.
- Answer UNSURE if the image is ambiguous or the object is occluded.
- Do not infer from scene context.
- Do not infer from what would usually be present.
- Return strict JSON only.

JSON schema:
{
  ""answer"": ""YES"" | ""NO"" | ""UNSURE"",
  ""evidence"": ""short phrase describing visible evidence only""
}",qwen2.5vl:7b,4.824711084365845,YES,Two tennis rackets are held by the individuals in the image.,True,"```json
{
  ""answer"": ""YES"",
  ""evidence"": ""Two tennis rackets are held by the individuals in the image.""
}
```"
tennis_racket_203864_657072,203864,657072,tennis racket,crop,/Users/boddu/Documents/govinda/codex/COCOGhost/outputs/counterfactuals_large200_bbox_solid/tennis_racket_203864_657072/crop.jpg,"You are a careful visual verifier. Look only at visible pixels in the image.

Question: Is there a ""tennis racket"" visible in this image?

Rules:
- Answer YES only if the object itself is visibly present.
- Answer NO if the object is not visible.
- Answer UNSURE if the image is ambiguous or the object is occluded.
- Do not infer from scene context.
- Do not infer from what would usually be present.
- Return strict JSON only.

JSON schema:
{
  ""answer"": ""YES"" | ""NO"" | ""UNSURE"",
  ""evidence"": ""short phrase describing visible evidence only""
}",qwen2.5vl:7b,4.9085752964019775,YES,A hand holding a tennis racket with strings and handle is clearly visible.,True,"```json
{
  ""answer"": ""YES"",
  ""evidence"": ""A hand holding a tennis racket with strings and handle is clearly visible.""
}
```"
tennis_racket_203864_657072,203864,657072,tennis racket,masked,/Users/boddu/Documents/govinda/codex/COCOGhost/outputs/counterfactuals_large200_bbox_solid/tennis_racket_203864_657072/masked.jpg,"You are a careful visual verifier. Look only at visible pixels in the image.

Question: Is there a ""tennis racket"" visible in this image?

Rules:
- Answer YES only if the object itself is visibly present.
- Answer NO if the object is not visible.
- Answer UNSURE if the image is ambiguous or the object is occluded.
- Do not infer from scene context.
- Do not infer from what would usually be present.
- Return strict JSON only.

JSON schema:
{
  ""answer"": ""YES"" | ""NO"" | ""UNSURE"",
  ""evidence"": ""short phrase describing visible evidence only""
}",qwen2.5vl:7b,4.72012996673584,YES,A tennis racket is held by the person on the left.,True,"```json
{
  ""answer"": ""YES"",
  ""evidence"": ""A tennis racket is held by the person on the left.""
}
```"
tennis_racket_44877_656268,44877,656268,tennis racket,original,/Users/boddu/Documents/govinda/codex/COCOGhost/outputs/counterfactuals_large200_bbox_solid/tennis_racket_44877_656268/original.jpg,"You are a careful visual verifier. Look only at visible pixels in the image.

Question: Is there a ""tennis racket"" visible in this image?

Rules:
- Answer YES only if the object itself is visibly present.
- Answer NO if the object is not visible.
- Answer UNSURE if the image is ambiguous or the object is occluded.
- Do not infer from scene context.
- Do not infer from what would usually be present.
- Return strict JSON only.

JSON schema:
{
  ""answer"": ""YES"" | ""NO"" | ""UNSURE"",
  ""evidence"": ""short phrase describing visible evidence only""
}",qwen2.5vl:7b,4.663987874984741,YES,A tennis racket is held by the person in the foreground.,True,"```json
{
  ""answer"": ""YES"",
  ""evidence"": ""A tennis racket is held by the person in the foreground.""
}
```"
